seed,method,client_id,mse,rmse,mae,mape
42,FedAvg,0,8.797269821166992,2.96601918759252,2.435495376586914,3.155336156487465
42,FedAvg,1,23.263057708740234,4.8231792117585925,3.8657970428466797,6.3292063772678375
42,FedAvg,2,92.57548522949219,9.621615520768442,7.981016635894775,8.696871250867844
42,FedAvg,3,21.024580001831055,4.585256808711051,3.646760940551758,5.085468664765358
42,FedAvg,4,174.02450561523438,13.191834808518275,10.594941139221191,112.90007829666138
42,Proposed,0,8.397187232971191,2.8977900601960784,2.37381911277771,3.072654828429222
42,Proposed,1,22.716140747070312,4.766145271293177,3.8320975303649902,6.260033696889877
42,Proposed,2,93.91639709472656,9.691047265116735,8.053207397460938,8.768163621425629
42,Proposed,3,22.89444351196289,4.78481384297894,3.767362594604492,5.214424058794975
42,Proposed,4,194.7540283203125,13.955430065759797,11.2758150100708,114.18801546096802
42,Independent,0,7.407553195953369,2.7216820526934016,2.164228916168213,2.741171233355999
42,Independent,1,32.6983528137207,5.718247355066122,4.61055326461792,7.582093775272369
42,Independent,2,130.9581756591797,11.443695891589382,9.886284828186035,11.052938550710678
42,Independent,3,27.00369644165039,5.196508100797149,4.1719231605529785,5.841250717639923
42,Independent,4,90.34380340576172,9.504935739170556,6.411966800689697,82.22050666809082
2024,FedAvg,0,8.989368438720703,2.9982275495233353,2.4159367084503174,3.0240051448345184
2024,FedAvg,1,35.142242431640625,5.9280892732515955,4.528563499450684,7.411663979291916
2024,FedAvg,2,78.40099334716797,8.85443354185732,7.199487686157227,7.8660085797309875
2024,FedAvg,3,20.559358596801758,4.534242891244553,3.4595751762390137,4.393573105335236
2024,FedAvg,4,110.69996643066406,10.521405154762554,7.072925090789795,103.86437177658081
2024,Proposed,0,8.839920043945312,2.9732003033676206,2.391467809677124,2.9931969940662384
2024,Proposed,1,35.16621780395508,5.930111112277331,4.529302597045898,7.4119932949543
2024,Proposed,2,78.1434555053711,8.839878704222762,7.169764995574951,7.824912667274475
2024,Proposed,3,20.344240188598633,4.51045897759847,3.419694662094116,4.357389733195305
2024,Proposed,4,109.33283233642578,10.456234137414185,6.851537704467773,102.70403623580933
2024,Independent,0,10.112909317016602,3.1800800802836084,2.519516706466675,3.1519558280706406
2024,Independent,1,38.075111389160156,6.170503333534482,4.730466365814209,7.782925665378571
2024,Independent,2,124.67977142333984,11.166009646392924,9.603568077087402,10.922254621982574
2024,Independent,3,52.13393783569336,7.220383496442094,5.4738922119140625,6.757115572690964
2024,Independent,4,158.5926971435547,12.593359247776373,9.779240608215332,85.97404956817627
3407,FedAvg,0,6.167590141296387,2.483463336008081,2.055431842803955,2.5529244914650917
3407,FedAvg,1,22.580371856689453,4.751880875683802,3.4787845611572266,5.4014623165130615
3407,FedAvg,2,93.74530029296875,9.682215670649397,7.251243591308594,7.849451154470444
3407,FedAvg,3,21.725454330444336,4.661057211668221,3.359539747238159,5.117953196167946
3407,FedAvg,4,142.24778747558594,11.926767687667349,8.277422904968262,230.72946071624756
3407,Proposed,0,6.3805317878723145,2.5259714542869074,2.093127489089966,2.597632072865963
3407,Proposed,1,22.780197143554688,4.772860478115266,3.484571933746338,5.390159785747528
3407,Proposed,2,93.51497650146484,9.670314188353181,7.193652153015137,7.771215587854385
3407,Proposed,3,23.350797653198242,4.832266306113338,3.467461585998535,5.246645584702492
3407,Proposed,4,139.9554443359375,11.830276595918521,8.10067081451416,227.56946086883545
3407,Independent,0,10.09167766571045,3.1767401004347917,2.628397226333618,3.293325752019882
3407,Independent,1,24.092517852783203,4.908412966813531,3.640972137451172,5.705482512712479
3407,Independent,2,147.00210571289062,12.12444249080718,10.211546897888184,11.57899871468544
3407,Independent,3,30.055816650390625,5.48231854696447,3.9687304496765137,5.944843217730522
3407,Independent,4,117.43318176269531,10.836659160585208,8.528556823730469,153.6723017692566
1234,FedAvg,0,7.899203300476074,2.8105521344526014,2.241680860519409,2.949078381061554
1234,FedAvg,1,18.432201385498047,4.293273970467998,3.1897826194763184,4.936683177947998
1234,FedAvg,2,84.24595642089844,9.1785596049107,7.759149074554443,8.539297431707382
1234,FedAvg,3,20.51302719116211,4.529130953192026,3.462780475616455,5.006004124879837
1234,FedAvg,4,330.30291748046875,18.174237741387362,14.391192436218262,379.25500869750977
1234,Proposed,0,7.580440044403076,2.7532598940897453,2.1979293823242188,2.888580970466137
1234,Proposed,1,18.326887130737305,4.28099137242033,3.1838343143463135,4.914110153913498
1234,Proposed,2,84.014892578125,9.165963810648883,7.732334613800049,8.507240563631058
1234,Proposed,3,19.918867111206055,4.463055804177902,3.4103517532348633,4.927503690123558
1234,Proposed,4,321.89013671875,17.941296963116965,14.022130012512207,361.53578758239746
1234,Independent,0,9.423437118530273,3.069761736443119,2.479800224304199,3.250042349100113
1234,Independent,1,19.55865478515625,4.422516793089231,3.3641653060913086,5.246628448367119
1234,Independent,2,128.8861083984375,11.352801786274501,9.747125625610352,11.195573955774307
1234,Independent,3,27.39582061767578,5.234101701120812,3.8642616271972656,5.497207492589951
1234,Independent,4,243.71646118164062,15.611420857232714,12.133499145507812,619.514799118042
5678,FedAvg,0,5.861781597137451,2.4211116449138506,1.9406520128250122,2.6190174743533134
5678,FedAvg,1,18.17814064025879,4.263583075332154,3.419739246368408,5.533093959093094
5678,FedAvg,2,97.02568054199219,9.85016144750898,7.374902725219727,7.789669185876846
5678,FedAvg,3,26.627431869506836,5.1601775036821005,3.8186731338500977,5.096343159675598
5678,FedAvg,4,237.99244689941406,15.427003821203067,12.762685775756836,43.17829608917236
5678,Proposed,0,5.745878219604492,2.397056156956798,1.9094802141189575,2.5864332914352417
5678,Proposed,1,17.639080047607422,4.199890480430105,3.357776641845703,5.4682038724422455
5678,Proposed,2,96.82083129882812,9.839757684965019,7.387406826019287,7.825145870447159
5678,Proposed,3,25.87071990966797,5.086326760017289,3.7376410961151123,5.016915500164032
5678,Proposed,4,224.9229278564453,14.997430708506219,12.381904602050781,42.45241582393646
5678,Independent,0,8.377235412597656,2.8943454204012444,2.353881359100342,3.170398250222206
5678,Independent,1,22.460710525512695,4.739273206464541,3.740166425704956,6.282982975244522
5678,Independent,2,128.58456420898438,11.339513402654648,9.366813659667969,10.513415932655334
5678,Independent,3,34.23957443237305,5.851459171213027,4.319672584533691,5.6906551122665405
5678,Independent,4,171.256591796875,13.086504185491059,10.572807312011719,42.22355782985687
